lead_id,lead_score,predicted_conversion,lead_category
LEAD007929,0.22469529472270625,0,Low Priority
LEAD007930,0.2971744913997471,0,Low Priority
LEAD007931,0.8488606560515406,1,High Priority
LEAD007932,0.7032456297951101,1,High Priority
LEAD007933,0.4225206450001282,0,Medium Priority
LEAD007934,0.7993197335680007,1,High Priority
LEAD007935,0.8757806146840473,1,High Priority
LEAD007936,0.5243620932804866,1,Medium Priority
LEAD007937,0.08638710847669841,0,Low Priority
LEAD007938,0.06734965050510482,0,Low Priority
LEAD007939,0.07132758975106285,0,Low Priority
LEAD007940,0.418324194907101,0,Medium Priority
LEAD007941,0.7037988012355681,1,High Priority
LEAD007942,0.06770242263522376,0,Low Priority
LEAD007943,0.09658175802133467,0,Low Priority
LEAD007944,0.563151104733994,1,Medium Priority
LEAD007945,0.13299280545612305,0,Low Priority
LEAD007946,0.16175353106131013,0,Low Priority
LEAD007947,0.5748150485300806,1,Medium Priority
LEAD007948,0.7996419736090019,1,High Priority
LEAD007949,0.7149536931013657,1,High Priority
LEAD007950,0.5047580396447114,1,Medium Priority
LEAD007951,0.6513260066619377,1,Medium Priority
LEAD007952,0.20590991249035676,0,Low Priority
LEAD007953,0.17733598454655217,0,Low Priority
LEAD007954,0.5771650717504186,1,Medium Priority
LEAD007955,0.2270578623071389,0,Low Priority
LEAD007956,0.07690640766663133,0,Low Priority
LEAD007957,0.1306120694433256,0,Low Priority
LEAD007958,0.2598693884523122,0,Low Priority
LEAD007959,0.10147121890839068,0,Low Priority
LEAD007960,0.5712355290863287,1,Medium Priority
LEAD007961,0.09226361451756702,0,Low Priority
LEAD007962,0.06521138917726411,0,Low Priority
LEAD007963,0.02394479641607725,0,Low Priority
LEAD007964,0.01573641740786056,0,Low Priority
LEAD007965,0.7686624949681524,1,High Priority
LEAD007966,0.48591180323816985,0,Medium Priority
LEAD007967,0.8060200903723149,1,High Priority
LEAD007968,0.820560978708027,1,High Priority
LEAD007969,0.7349173584121734,1,High Priority
LEAD007970,0.11590900799498496,0,Low Priority
LEAD007971,0.46984968619616874,0,Medium Priority
LEAD007972,0.12696460464000373,0,Low Priority
LEAD007973,0.13194144525609933,0,Low Priority
LEAD007974,0.0768040275774335,0,Low Priority
LEAD007975,0.2841503589517452,0,Low Priority
LEAD007976,0.5190926354213938,1,Medium Priority
LEAD007977,0.3249628786083732,0,Medium Priority
LEAD007978,0.5549465005724906,1,Medium Priority
LEAD007979,0.6098732171148895,1,Medium Priority
LEAD007980,0.08273479122148233,0,Low Priority
LEAD007981,0.11654774081495634,0,Low Priority
LEAD007982,0.30172425426823535,0,Medium Priority
LEAD007983,0.2982894020715432,0,Low Priority
LEAD007984,0.32040847245212134,0,Medium Priority
LEAD007985,0.4173923164390613,0,Medium Priority
LEAD007986,0.20913968215717602,0,Low Priority
LEAD007987,0.2147146483428866,0,Low Priority
LEAD007988,0.0957125385987873,0,Low Priority
LEAD007989,0.05821324384820282,0,Low Priority
LEAD007990,0.5244130281463752,1,Medium Priority
LEAD007991,0.08508086816025197,0,Low Priority
LEAD007992,0.6500207873327786,1,Medium Priority
LEAD007993,0.27163163881126734,0,Low Priority
LEAD007994,0.09561217959868923,0,Low Priority
LEAD007995,0.47534172381424,0,Medium Priority
LEAD007996,0.05638342137842626,0,Low Priority
LEAD007997,0.16888916954498348,0,Low Priority
LEAD007998,0.5481254857432891,1,Medium Priority
LEAD007999,0.09172343281942194,0,Low Priority
LEAD008000,0.2598272544020236,0,Low Priority
LEAD008001,0.7195913316817419,1,High Priority
LEAD008002,0.08169062692953728,0,Low Priority
LEAD008003,0.7910840878573184,1,High Priority
LEAD008004,0.3391792898762007,0,Medium Priority
LEAD008005,0.0850682919146646,0,Low Priority
LEAD008006,0.7941456402928084,1,High Priority
LEAD008007,0.42304612849883716,0,Medium Priority
LEAD008008,0.06026524752381626,0,Low Priority
LEAD008009,0.31447690833757636,0,Medium Priority
LEAD008010,0.20102577944987082,0,Low Priority
LEAD008011,0.7533198952583002,1,High Priority
LEAD008012,0.31345626282261074,0,Medium Priority
LEAD008013,0.17521457616126856,0,Low Priority
LEAD008014,0.12019336697286287,0,Low Priority
LEAD008015,0.05902893100713016,0,Low Priority
LEAD008016,0.0391993090443417,0,Low Priority
LEAD008017,0.12888910939897444,0,Low Priority
LEAD008018,0.4407330638905399,0,Medium Priority
LEAD008019,0.36687326178592755,0,Medium Priority
LEAD008020,0.06115731918169329,0,Low Priority
LEAD008021,0.2675615835129459,0,Low Priority
LEAD008022,0.7939071212236067,1,High Priority
LEAD008023,0.7164769167404622,1,High Priority
LEAD008024,0.3222731378042027,0,Medium Priority
LEAD008025,0.7928442819091426,1,High Priority
LEAD008026,0.059048978632322925,0,Low Priority
LEAD008027,0.18261692906047675,0,Low Priority
LEAD008028,0.053579650488986295,0,Low Priority
LEAD008029,0.44503819295463937,0,Medium Priority
LEAD008030,0.028941771817787485,0,Low Priority
LEAD008031,0.10583374282780834,0,Low Priority
LEAD008032,0.23748029669356832,0,Low Priority
LEAD008033,0.17536013736313838,0,Low Priority
LEAD008034,0.21266943586206014,0,Low Priority
LEAD008035,0.08673241438639682,0,Low Priority
LEAD008036,0.6739808879153504,1,Medium Priority
LEAD008037,0.2820038062573459,0,Low Priority
LEAD008038,0.8409729322511906,1,High Priority
LEAD008039,0.13979008758745415,0,Low Priority
LEAD008040,0.052715151220919514,0,Low Priority
LEAD008041,0.2553832369206598,0,Low Priority
LEAD008042,0.33469238684467006,0,Medium Priority
LEAD008043,0.14029882328553878,0,Low Priority
LEAD008044,0.11208264827556191,0,Low Priority
LEAD008045,0.4107370443914633,0,Medium Priority
LEAD008046,0.10550073576790218,0,Low Priority
LEAD008047,0.20592682188730127,0,Low Priority
LEAD008048,0.20599654864216121,0,Low Priority
LEAD008049,0.23528457337972492,0,Low Priority
LEAD008050,0.22480201552639759,0,Low Priority
LEAD008051,0.5871823973151932,1,Medium Priority
LEAD008052,0.07109584714359969,0,Low Priority
LEAD008053,0.0510504090681344,0,Low Priority
LEAD008054,0.2858855444914237,0,Low Priority
LEAD008055,0.5766598011304386,1,Medium Priority
LEAD008056,0.31882030370446107,0,Medium Priority
LEAD008057,0.3242915180370604,0,Medium Priority
LEAD008058,0.6519263650091079,1,Medium Priority
LEAD008059,0.2850929127876575,0,Low Priority
LEAD008060,0.537452967651879,1,Medium Priority
LEAD008061,0.058776305739934295,0,Low Priority
LEAD008062,0.6076666650470983,1,Medium Priority
LEAD008063,0.11189744455318566,0,Low Priority
LEAD008064,0.032322889217947785,0,Low Priority
LEAD008065,0.8493663754635478,1,High Priority
LEAD008066,0.03722220584909969,0,Low Priority
LEAD008067,0.2235666160509845,0,Low Priority
LEAD008068,0.6257602179820966,1,Medium Priority
LEAD008069,0.2968629051557144,0,Low Priority
LEAD008070,0.45232002765933654,0,Medium Priority
LEAD008071,0.38442798029870395,0,Medium Priority
LEAD008072,0.17711939789663136,0,Low Priority
LEAD008073,0.7548864649217938,1,High Priority
LEAD008074,0.4004811112270471,0,Medium Priority
LEAD008075,0.6892869081642804,1,Medium Priority
LEAD008076,0.09949671732085999,0,Low Priority
LEAD008077,0.5962178974544952,1,Medium Priority
LEAD008078,0.21019541483725532,0,Low Priority
LEAD008079,0.3584331290641348,0,Medium Priority
LEAD008080,0.03912725875672761,0,Low Priority
LEAD008081,0.07658887876639255,0,Low Priority
LEAD008082,0.737790407494272,1,High Priority
LEAD008083,0.03594849908013367,0,Low Priority
LEAD008084,0.5508280300973618,1,Medium Priority
LEAD008085,0.6997399212983284,1,Medium Priority
LEAD008086,0.24787738913356716,0,Low Priority
LEAD008087,0.6188531241718116,1,Medium Priority
LEAD008088,0.6400750100039906,1,Medium Priority
LEAD008089,0.04158383343392035,0,Low Priority
LEAD008090,0.054546483932541995,0,Low Priority
LEAD008091,0.023066564302123255,0,Low Priority
LEAD008092,0.04413507183327502,0,Low Priority
LEAD008093,0.048652702199118554,0,Low Priority
LEAD008094,0.6654533304362749,1,Medium Priority
LEAD008095,0.06592597262353066,0,Low Priority
LEAD008096,0.0961665033526816,0,Low Priority
LEAD008097,0.21856020185718036,0,Low Priority
LEAD008098,0.07026484729803467,0,Low Priority
LEAD008099,0.2717488534466898,0,Low Priority
LEAD008100,0.41898204898350255,0,Medium Priority
LEAD008101,0.6846940861879142,1,Medium Priority
LEAD008102,0.19260934399466315,0,Low Priority
LEAD008103,0.070680769431403,0,Low Priority
LEAD008104,0.7183436605739234,1,High Priority
LEAD008105,0.5599505426352835,1,Medium Priority
LEAD008106,0.2911077768225978,0,Low Priority
LEAD008107,0.03568975925863036,0,Low Priority
LEAD008108,0.7797473251704996,1,High Priority
LEAD008109,0.04489579285187315,0,Low Priority
LEAD008110,0.11692121555916273,0,Low Priority
LEAD008111,0.37524587676830057,0,Medium Priority
LEAD008112,0.39934493642804175,0,Medium Priority
LEAD008113,0.42473463405000267,0,Medium Priority
LEAD008114,0.14835718121728067,0,Low Priority
LEAD008115,0.7441608392737393,1,High Priority
LEAD008116,0.03960263059835262,0,Low Priority
LEAD008117,0.2665198564430042,0,Low Priority
LEAD008118,0.3533218154018173,0,Medium Priority
LEAD008119,0.6976864670157725,1,Medium Priority
LEAD008120,0.48633730945415166,0,Medium Priority
LEAD008121,0.7312227099718237,1,High Priority
LEAD008122,0.052175592299976044,0,Low Priority
LEAD008123,0.2568776281286336,0,Low Priority
LEAD008124,0.7383289055713564,1,High Priority
LEAD008125,0.7593918495450507,1,High Priority
LEAD008126,0.037354978921521925,0,Low Priority
LEAD008127,0.14831789480303617,0,Low Priority
LEAD008128,0.14336646803729958,0,Low Priority
LEAD008129,0.2545465738145652,0,Low Priority
LEAD008130,0.14529882710737874,0,Low Priority
LEAD008131,0.30653463924933383,0,Medium Priority
LEAD008132,0.36065473393939007,0,Medium Priority
LEAD008133,0.14870322570157857,0,Low Priority
LEAD008134,0.47934086369097,0,Medium Priority
LEAD008135,0.7580521580111973,1,High Priority
LEAD008136,0.2374469361512733,0,Low Priority
LEAD008137,0.6983298966563611,1,Medium Priority
LEAD008138,0.0371437140451654,0,Low Priority
LEAD008139,0.03072879880923623,0,Low Priority
LEAD008140,0.39713879020440757,0,Medium Priority
LEAD008141,0.6132539407179164,1,Medium Priority
LEAD008142,0.04966262576437734,0,Low Priority
LEAD008143,0.04321150825488145,0,Low Priority
LEAD008144,0.6079863120759635,1,Medium Priority
LEAD008145,0.41642632152650355,0,Medium Priority
LEAD008146,0.018130190477618286,0,Low Priority
LEAD008147,0.07118057816288634,0,Low Priority
LEAD008148,0.00670006502715951,0,Low Priority
LEAD008149,0.22266135226257916,0,Low Priority
LEAD008150,0.3758034870553751,0,Medium Priority
LEAD008151,0.2811542954928694,0,Low Priority
LEAD008152,0.1743786128910938,0,Low Priority
LEAD008153,0.13758628442665144,0,Low Priority
LEAD008154,0.031504584236592185,0,Low Priority
LEAD008155,0.06077801571121704,0,Low Priority
LEAD008156,0.6774476618193787,1,Medium Priority
LEAD008157,0.4845122555374926,0,Medium Priority
LEAD008158,0.576529916079494,1,Medium Priority
LEAD008159,0.08115768925628201,0,Low Priority
LEAD008160,0.32502042227059436,0,Medium Priority
LEAD008161,0.07175276947659784,0,Low Priority
LEAD008162,0.3367447952590799,0,Medium Priority
LEAD008163,0.5047142353256909,1,Medium Priority
LEAD008164,0.5755930896617114,1,Medium Priority
LEAD008165,0.8106173372600508,1,High Priority
LEAD008166,0.726239283685761,1,High Priority
LEAD008167,0.3092709559825996,0,Medium Priority
LEAD008168,0.14337061546445787,0,Low Priority
LEAD008169,0.2563401048042415,0,Low Priority
LEAD008170,0.1638745051129669,0,Low Priority
LEAD008171,0.5908681693905196,1,Medium Priority
LEAD008172,0.2920462108680358,0,Low Priority
LEAD008173,0.4446370057453223,0,Medium Priority
LEAD008174,0.8489670883573984,1,High Priority
LEAD008175,0.6597079948021329,1,Medium Priority
LEAD008176,0.4251351916740681,0,Medium Priority
LEAD008177,0.0388289026709707,0,Low Priority
LEAD008178,0.6311980379552122,1,Medium Priority
LEAD008179,0.15381611652045377,0,Low Priority
LEAD008180,0.7516383616680803,1,High Priority
LEAD008181,0.46219058780042155,0,Medium Priority
LEAD008182,0.8680900000730909,1,High Priority
LEAD008183,0.666105439099194,1,Medium Priority
LEAD008184,0.6208436345495064,1,Medium Priority
LEAD008185,0.3760096248921384,0,Medium Priority
LEAD008186,0.6513803160059957,1,Medium Priority
LEAD008187,0.5500498863725737,1,Medium Priority
LEAD008188,0.856159108372574,1,High Priority
LEAD008189,0.2881931098087382,0,Low Priority
LEAD008190,0.31593877723797714,0,Medium Priority
LEAD008191,0.6637624953715736,1,Medium Priority
LEAD008192,0.2825086387572873,0,Low Priority
LEAD008193,0.08852373102588623,0,Low Priority
LEAD008194,0.04836027897550699,0,Low Priority
LEAD008195,0.566974417309332,1,Medium Priority
LEAD008196,0.10232645329501076,0,Low Priority
LEAD008197,0.2464275802532565,0,Low Priority
LEAD008198,0.261339899762648,0,Low Priority
LEAD008199,0.4371174374657811,0,Medium Priority
LEAD008200,0.3368438595746235,0,Medium Priority
LEAD008201,0.7243065465300543,1,High Priority
LEAD008202,0.7429312540031815,1,High Priority
LEAD008203,0.4929505527971442,0,Medium Priority
LEAD008204,0.0468663816863763,0,Low Priority
LEAD008205,0.6957528973351846,1,Medium Priority
LEAD008206,0.5798765515541803,1,Medium Priority
LEAD008207,0.5828021125846259,1,Medium Priority
LEAD008208,0.2534184969756373,0,Low Priority
LEAD008209,0.11120317830602945,0,Low Priority
LEAD008210,0.11442644707535808,0,Low Priority
LEAD008211,0.01281765749811396,0,Low Priority
LEAD008212,0.5900021243568813,1,Medium Priority
LEAD008213,0.06627795397729323,0,Low Priority
LEAD008214,0.707815938896711,1,High Priority
LEAD008215,0.442043161657066,0,Medium Priority
LEAD008216,0.6996861810936988,1,Medium Priority
LEAD008217,0.09831857337387467,0,Low Priority
LEAD008218,0.6753842110321691,1,Medium Priority
LEAD008219,0.7774872020492429,1,High Priority
LEAD008220,0.48048848651536347,0,Medium Priority
LEAD008221,0.12593652396516866,0,Low Priority
LEAD008222,0.3393090383431432,0,Medium Priority
LEAD008223,0.5904817498338348,1,Medium Priority
LEAD008224,0.46618644058342795,0,Medium Priority
LEAD008225,0.2664411359563141,0,Low Priority
LEAD008226,0.6746515611794814,1,Medium Priority
LEAD008227,0.6348600956585861,1,Medium Priority
LEAD008228,0.1359135693822074,0,Low Priority
LEAD008229,0.480997750905241,0,Medium Priority
LEAD008230,0.09166831244854064,0,Low Priority
LEAD008231,0.10283706376622226,0,Low Priority
LEAD008232,0.021281230193372875,0,Low Priority
LEAD008233,0.41743905584703206,0,Medium Priority
LEAD008234,0.840668900273197,1,High Priority
LEAD008235,0.6255808447121395,1,Medium Priority
LEAD008236,0.22002169915395586,0,Low Priority
LEAD008237,0.2666636259843041,0,Low Priority
LEAD008238,0.11729884453090968,0,Low Priority
LEAD008239,0.3508837826443999,0,Medium Priority
LEAD008240,0.36393608767151203,0,Medium Priority
LEAD008241,0.6052478938013985,1,Medium Priority
LEAD008242,0.03610449414846259,0,Low Priority
LEAD008243,0.45182730887730765,0,Medium Priority
LEAD008244,0.09429879950338249,0,Low Priority
LEAD008245,0.824644362011441,1,High Priority
LEAD008246,0.07751739766674429,0,Low Priority
LEAD008247,0.5513755469112731,1,Medium Priority
LEAD008248,0.05786864406687951,0,Low Priority
LEAD008249,0.032141747628054634,0,Low Priority
LEAD008250,0.1568887445408278,0,Low Priority
LEAD008251,0.5300806011948003,1,Medium Priority
LEAD008252,0.5005550114171207,1,Medium Priority
LEAD008253,0.1197946341108,0,Low Priority
LEAD008254,0.2810658284591187,0,Low Priority
LEAD008255,0.5816104137461835,1,Medium Priority
LEAD008256,0.16145155475328518,0,Low Priority
LEAD008257,0.48234629616422586,0,Medium Priority
LEAD008258,0.71113567738064,1,High Priority
LEAD008259,0.3283637197708907,0,Medium Priority
LEAD008260,0.09642762731891485,0,Low Priority
LEAD008261,0.40129795672272545,0,Medium Priority
LEAD008262,0.16502472085895029,0,Low Priority
LEAD008263,0.1742046996953393,0,Low Priority
LEAD008264,0.30065629562775525,0,Medium Priority
LEAD008265,0.42777388353811546,0,Medium Priority
LEAD008266,0.5201359053870102,1,Medium Priority
LEAD008267,0.08840889416813295,0,Low Priority
LEAD008268,0.12958213501879096,0,Low Priority
LEAD008269,0.464060297027001,0,Medium Priority
LEAD008270,0.028349406287842886,0,Low Priority
LEAD008271,0.15877703212856975,0,Low Priority
LEAD008272,0.06549136584609302,0,Low Priority
LEAD008273,0.34022101448114095,0,Medium Priority
LEAD008274,0.22640169925256712,0,Low Priority
LEAD008275,0.6367178667218168,1,Medium Priority
LEAD008276,0.5268372159526208,1,Medium Priority
LEAD008277,0.03694204354760931,0,Low Priority
LEAD008278,0.29787201223758775,0,Low Priority
LEAD008279,0.8550073759166428,1,High Priority
LEAD008280,0.7414631274423716,1,High Priority
LEAD008281,0.11328739883260375,0,Low Priority
LEAD008282,0.0522944870371412,0,Low Priority
LEAD008283,0.028471603984990337,0,Low Priority
LEAD008284,0.12483332146861136,0,Low Priority
LEAD008285,0.2584044633490208,0,Low Priority
LEAD008286,0.17700477828500366,0,Low Priority
LEAD008287,0.5823707469649967,1,Medium Priority
LEAD008288,0.16538309360651787,0,Low Priority
LEAD008289,0.11169182602117779,0,Low Priority
LEAD008290,0.3582781160515112,0,Medium Priority
LEAD008291,0.26677440965458904,0,Low Priority
LEAD008292,0.36911796321321355,0,Medium Priority
LEAD008293,0.7860473549928473,1,High Priority
LEAD008294,0.06220088227447437,0,Low Priority
LEAD008295,0.2960167664572431,0,Low Priority
LEAD008296,0.7443022491199739,1,High Priority
LEAD008297,0.04003599256607327,0,Low Priority
LEAD008298,0.3094147224814763,0,Medium Priority
LEAD008299,0.7559247827033915,1,High Priority
LEAD008300,0.1693065631988083,0,Low Priority
LEAD008301,0.05403709944479016,0,Low Priority
LEAD008302,0.2951537740949787,0,Low Priority
LEAD008303,0.06349640826572264,0,Low Priority
LEAD008304,0.254566093504958,0,Low Priority
LEAD008305,0.3622536648304609,0,Medium Priority
LEAD008306,0.37482801325636755,0,Medium Priority
LEAD008307,0.49976467537127106,0,Medium Priority
LEAD008308,0.06954985269677302,0,Low Priority
LEAD008309,0.32577650741855485,0,Medium Priority
LEAD008310,0.22724701627997063,0,Low Priority
LEAD008311,0.0323863029119939,0,Low Priority
LEAD008312,0.5166424260644894,1,Medium Priority
LEAD008313,0.2494379326914119,0,Low Priority
LEAD008314,0.41495349994917935,0,Medium Priority
LEAD008315,0.8675930047455179,1,High Priority
LEAD008316,0.18450541887703384,0,Low Priority
LEAD008317,0.09443390393444745,0,Low Priority
LEAD008318,0.062291202344628906,0,Low Priority
LEAD008319,0.3679909192788015,0,Medium Priority
LEAD008320,0.35593139113849387,0,Medium Priority
LEAD008321,0.20805558538888083,0,Low Priority
LEAD008322,0.18233524181452335,0,Low Priority
LEAD008323,0.021807261176544464,0,Low Priority
LEAD008324,0.587532097165173,1,Medium Priority
LEAD008325,0.6481112143603217,1,Medium Priority
LEAD008326,0.422814325600423,0,Medium Priority
LEAD008327,0.7788127331066407,1,High Priority
LEAD008328,0.6090353959775068,1,Medium Priority
LEAD008329,0.19708691334324824,0,Low Priority
LEAD008330,0.16441477398283333,0,Low Priority
LEAD008331,0.3246459943207681,0,Medium Priority
LEAD008332,0.14638331906764154,0,Low Priority
LEAD008333,0.8709668905452976,1,High Priority
LEAD008334,0.5872085796579329,1,Medium Priority
LEAD008335,0.1677952843943298,0,Low Priority
LEAD008336,0.8069853829573933,1,High Priority
LEAD008337,0.44418921201603434,0,Medium Priority
LEAD008338,0.5280462569263319,1,Medium Priority
LEAD008339,0.3981467437673271,0,Medium Priority
LEAD008340,0.4288344991391323,0,Medium Priority
LEAD008341,0.05214822837668511,0,Low Priority
LEAD008342,0.3954830441486141,0,Medium Priority
LEAD008343,0.5242935972888331,1,Medium Priority
LEAD008344,0.061706709738475085,0,Low Priority
LEAD008345,0.7536673838786343,1,High Priority
LEAD008346,0.08739147833184961,0,Low Priority
LEAD008347,0.08739662772694777,0,Low Priority
LEAD008348,0.05351572707292043,0,Low Priority
LEAD008349,0.18964750637752634,0,Low Priority
LEAD008350,0.3106858401239089,0,Medium Priority
LEAD008351,0.3271030835403763,0,Medium Priority
LEAD008352,0.6915892577525028,1,Medium Priority
LEAD008353,0.48664833332633073,0,Medium Priority
LEAD008354,0.34130031372862474,0,Medium Priority
LEAD008355,0.56854389584569,1,Medium Priority
LEAD008356,0.039183338132745056,0,Low Priority
LEAD008357,0.16271700448448825,0,Low Priority
LEAD008358,0.40220525165732113,0,Medium Priority
LEAD008359,0.7941218734081144,1,High Priority
LEAD008360,0.8433208789989658,1,High Priority
LEAD008361,0.30633728734515825,0,Medium Priority
LEAD008362,0.34534471409374995,0,Medium Priority
LEAD008363,0.16788992035653932,0,Low Priority
LEAD008364,0.7785786797741355,1,High Priority
LEAD008365,0.25980761118185913,0,Low Priority
LEAD008366,0.09815848042219191,0,Low Priority
LEAD008367,0.08452963558325875,0,Low Priority
LEAD008368,0.424288329190506,0,Medium Priority
LEAD008369,0.39088970743660617,0,Medium Priority
LEAD008370,0.3075616748305071,0,Medium Priority
LEAD008371,0.5753943976713423,1,Medium Priority
LEAD008372,0.6283080446847359,1,Medium Priority
LEAD008373,0.16159945013269983,0,Low Priority
LEAD008374,0.4789976724554726,0,Medium Priority
LEAD008375,0.4962210496954812,0,Medium Priority
LEAD008376,0.5257084478188974,1,Medium Priority
LEAD008377,0.14353647403375192,0,Low Priority
LEAD008378,0.06045387204317157,0,Low Priority
LEAD008379,0.045058843432644526,0,Low Priority
LEAD008380,0.08739528220490503,0,Low Priority
LEAD008381,0.2195059667584817,0,Low Priority
LEAD008382,0.2984857622497866,0,Low Priority
LEAD008383,0.48368213332396665,0,Medium Priority
LEAD008384,0.5448944597104931,1,Medium Priority
LEAD008385,0.5110229484484822,1,Medium Priority
LEAD008386,0.534353726689418,1,Medium Priority
LEAD008387,0.5017094901552231,1,Medium Priority
LEAD008388,0.05313122548907452,0,Low Priority
LEAD008389,0.7578235907776149,1,High Priority
LEAD008390,0.16699629654774203,0,Low Priority
LEAD008391,0.52426907124508,1,Medium Priority
LEAD008392,0.10474358301441632,0,Low Priority
LEAD008393,0.26676094724176974,0,Low Priority
LEAD008394,0.1691817259718343,0,Low Priority
LEAD008395,0.1527120347726149,0,Low Priority
LEAD008396,0.0336678430548113,0,Low Priority
LEAD008397,0.047493554607196446,0,Low Priority
LEAD008398,0.14755054213768037,0,Low Priority
LEAD008399,0.05317127534238395,0,Low Priority
LEAD008400,0.5958759853152711,1,Medium Priority
LEAD008401,0.842512180299318,1,High Priority
LEAD008402,0.7275786603453871,1,High Priority
LEAD008403,0.02760130199004395,0,Low Priority
LEAD008404,0.3157973574143601,0,Medium Priority
LEAD008405,0.6066521431027652,1,Medium Priority
LEAD008406,0.8744774914273542,1,High Priority
LEAD008407,0.4844453427535377,0,Medium Priority
LEAD008408,0.030443168164324838,0,Low Priority
LEAD008409,0.07519186156429734,0,Low Priority
LEAD008410,0.5295241603495432,1,Medium Priority
LEAD008411,0.21866008545160875,0,Low Priority
LEAD008412,0.14435899715028208,0,Low Priority
LEAD008413,0.13311961096576982,0,Low Priority
LEAD008414,0.5941190856556964,1,Medium Priority
LEAD008415,0.027291193837834318,0,Low Priority
LEAD008416,0.5405795987564548,1,Medium Priority
LEAD008417,0.5011594911308606,1,Medium Priority
LEAD008418,0.5672796211212392,1,Medium Priority
LEAD008419,0.2961267656754539,0,Low Priority
LEAD008420,0.8289566307175131,1,High Priority
LEAD008421,0.06922477225231513,0,Low Priority
LEAD008422,0.1300445533528474,0,Low Priority
LEAD008423,0.17190864375195786,0,Low Priority
LEAD008424,0.3181774732360361,0,Medium Priority
LEAD008425,0.5647440454156717,1,Medium Priority
LEAD008426,0.752009947810972,1,High Priority
LEAD008427,0.2703149302950612,0,Low Priority
LEAD008428,0.16165819603915255,0,Low Priority
LEAD008429,0.5153938989321363,1,Medium Priority
LEAD008430,0.13270443930904394,0,Low Priority
LEAD008431,0.3046048453204352,0,Medium Priority
LEAD008432,0.647831399767332,1,Medium Priority
LEAD008433,0.1963830018567985,0,Low Priority
LEAD008434,0.2723422769448181,0,Low Priority
LEAD008435,0.4874474221886068,0,Medium Priority
LEAD008436,0.5008462840041193,1,Medium Priority
LEAD008437,0.6496825252467557,1,Medium Priority
LEAD008438,0.3622210376422442,0,Medium Priority
LEAD008439,0.5292725861578353,1,Medium Priority
LEAD008440,0.1290514463003766,0,Low Priority
LEAD008441,0.04211454780688418,0,Low Priority
LEAD008442,0.4967251523781344,0,Medium Priority
LEAD008443,0.07244511049531534,0,Low Priority
LEAD008444,0.5860962347589804,1,Medium Priority
LEAD008445,0.8031773294434127,1,High Priority
LEAD008446,0.19838777125418958,0,Low Priority
LEAD008447,0.059681981626382,0,Low Priority
LEAD008448,0.03858616868684772,0,Low Priority
LEAD008449,0.49145075622893064,0,Medium Priority
LEAD008450,0.16064588305270958,0,Low Priority
LEAD008451,0.1028098578863788,0,Low Priority
LEAD008452,0.12913457547576004,0,Low Priority
LEAD008453,0.4332641356169707,0,Medium Priority
LEAD008454,0.4619437549627455,0,Medium Priority
LEAD008455,0.7513911198310579,1,High Priority
LEAD008456,0.7911762517170067,1,High Priority
LEAD008457,0.0922653321907916,0,Low Priority
LEAD008458,0.5377779730611592,1,Medium Priority
LEAD008459,0.7605539268900855,1,High Priority
LEAD008460,0.25915165060144957,0,Low Priority
LEAD008461,0.14041600492275164,0,Low Priority
LEAD008462,0.5371805600429984,1,Medium Priority
LEAD008463,0.1035071145000675,0,Low Priority
LEAD008464,0.04788476439757926,0,Low Priority
LEAD008465,0.19976172924280342,0,Low Priority
LEAD008466,0.04255212385052678,0,Low Priority
LEAD008467,0.7764310280273632,1,High Priority
LEAD008468,0.09544444773949741,0,Low Priority
LEAD008469,0.025759634418385247,0,Low Priority
LEAD008470,0.635699230066405,1,Medium Priority
LEAD008471,0.1235596307798313,0,Low Priority
LEAD008472,0.051865224054513125,0,Low Priority
LEAD008473,0.3439733746706646,0,Medium Priority
LEAD008474,0.1369637205304621,0,Low Priority
LEAD008475,0.46946409148466417,0,Medium Priority
LEAD008476,0.07630522565344255,0,Low Priority
LEAD008477,0.29386703502354045,0,Low Priority
LEAD008478,0.1139695329674373,0,Low Priority
LEAD008479,0.15121627838212523,0,Low Priority
LEAD008480,0.016286880237487963,0,Low Priority
LEAD008481,0.3538856825814233,0,Medium Priority
LEAD008482,0.1919772686245256,0,Low Priority
LEAD008483,0.10648546949072947,0,Low Priority
LEAD008484,0.6538788926663374,1,Medium Priority
LEAD008485,0.515987540705023,1,Medium Priority
LEAD008486,0.6378728637658898,1,Medium Priority
LEAD008487,0.1523119396705435,0,Low Priority
LEAD008488,0.6265111220684572,1,Medium Priority
LEAD008489,0.6326390241232008,1,Medium Priority
LEAD008490,0.519126619167806,1,Medium Priority
LEAD008491,0.3809302739344562,0,Medium Priority
LEAD008492,0.7792920108497436,1,High Priority
LEAD008493,0.20845465716848252,0,Low Priority
LEAD008494,0.6789498423242121,1,Medium Priority
LEAD008495,0.1436501074588522,0,Low Priority
LEAD008496,0.05299311800420818,0,Low Priority
LEAD008497,0.1110630145293985,0,Low Priority
LEAD008498,0.557729590101669,1,Medium Priority
LEAD008499,0.1542017947458348,0,Low Priority
LEAD008500,0.1380012255546658,0,Low Priority
LEAD008501,0.018935012829787636,0,Low Priority
LEAD008502,0.8471071860065452,1,High Priority
LEAD008503,0.7229751634596318,1,High Priority
LEAD008504,0.05114804342773722,0,Low Priority
LEAD008505,0.08579600106135427,0,Low Priority
